CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
sdv-id-JASBrc,10414,796280,258877,13.9571,6.3869,4.6584,1174,4,0.3323,0.0407,0.0006,0.0024,2133,1075,0.5042,0.0577,0.0335,0.005,1750,2999,0.6841,0.094,0.0099,0.0304,284,14,0.4655,0.0001,0.0,0.0,1039,570,0.5695,0.0384,0.0,0.0,17525,8491,0.4993,0.2342,0.0204,0.1644,8252,5330,0.6414,0.165,0.0169,0.088,34809,16921,1.0,0.4285,0.6204,0.7143,4765,2471,0.506,0.03,0.0166,0.0069,3,1291,0.4061,0.0446,0.0192,0.1152,6601,3383,0.5031,0.0925,0.0507,0.0125,59238,33473,0.4623,0.8478,0.0742,1.6675,Low,1,0,0,1,0,596,1
sdv-id-wyrWZF,102861,271996,401659,8.4867,11.7336,18.4213,9387,751,0.0632,0.0438,0.1484,0.0192,2795,1401,0.5024,0.0583,0.0542,0.0019,19695,12261,0.4979,0.1317,1.1255,0.0908,133,19,0.7454,0.0001,0.0,0.0,9448,4905,0.5067,0.1,0.0233,0.0014,11081,5526,0.4951,0.1864,0.1379,0.007,4227,1213,0.2918,0.0546,0.0384,0.0169,9599,3366,1.0,0.2332,0.2952,0.1026,3557,2043,0.5334,0.0081,0.0338,0.0091,218,4763,0.4445,0.1532,0.3947,0.1238,2768,1522,0.4992,0.0605,0.0511,0.0117,71672,24046,0.3881,1.0701,0.4653,0.1687,High,1,0,0,1,0,534,0
sdv-id-mUEdsE,6314,122588,6113,4.078,2.415,0.55,742,17,0.5411,0.0278,0.0099,0.0366,1358,680,0.5015,0.0546,0.0416,0.0045,2421,2381,0.3901,0.1459,0.0372,0.1061,377,376,0.912,0.0001,0.0,0.0,1618,829,0.5627,0.0398,0.0003,0.0005,5805,2559,0.4289,0.1595,0.1074,0.2314,3152,1699,0.665,0.0769,0.0131,0.1287,3265,966,1.0,0.238,0.1542,0.3521,564,213,0.4768,0.0009,0.0014,0.0012,225,5372,0.5073,0.5243,0.8367,0.1134,819,492,0.5019,0.0688,0.0196,0.1211,25810,12629,0.4265,1.0719,0.4982,1.3083,No,1,0,0,1,0,658,0
sdv-id-NmJJIC,54,117,1384,0.0355,3.8542,4.0853,208,79,0.6156,0.1012,0.044,0.0093,4305,2163,0.5055,0.0992,0.1667,0.0179,182,582,0.4634,0.4094,0.1306,0.0006,1014,717,0.804,0.001,0.0006,0.0001,2329,1096,0.5026,0.0531,0.0003,0.0007,457,219,0.4537,0.0922,0.4771,0.0419,443,272,0.3465,0.0495,0.0216,0.0243,367,66,1.0,0.045,0.0626,0.1893,187,34,0.5197,0.0018,0.0013,0.0003,5,1505,0.555,0.1958,0.4779,0.2291,28,21,0.5038,0.0458,0.0437,0.0238,7617,3414,0.4853,1.0406,3.1647,0.904,High,0,0,1,1,0,579,0
sdv-id-zegrZU,6223,128727,5,9.7883,0.2907,0.0413,590,426,0.4257,0.022,0.0591,0.0085,5245,2637,0.503,0.0925,0.1517,0.019,1784,2033,0.7093,0.3262,0.8805,0.0607,1,1,0.2463,0.0,0.0,0.0,2,1,0.4485,0.0011,0.0,0.0,959,458,0.4557,0.1979,0.2441,0.0459,70,3,0.3692,0.0113,0.0,0.0208,2899,819,1.0,0.1627,0.1842,0.3372,139,11,0.4531,0.0,0.0003,0.0008,2494,11912,0.6253,0.6592,1.8838,0.7056,0,0,0.5024,0.0263,0.0002,0.0231,6166,4551,0.545,1.5485,1.6663,1.5166,Low,0,0,0,1,0,668,0
sdv-id-MAiaAo,54,20719,321691,2.3837,17.1674,24.0641,41,0,0.1116,0.0608,0.0041,0.0001,4661,2340,0.5023,0.0961,0.1163,0.0127,20,117,0.4705,0.0814,0.0068,0.0001,534,293,0.6408,0.0006,0.0002,0.0,6397,3158,0.5017,0.1144,0.0058,0.0001,4295,2387,0.5701,0.296,0.2012,0.0832,740,120,0.305,0.0404,0.0237,0.0003,7194,2498,1.0,0.3589,0.1571,0.0563,141,14,0.5414,0.0006,0.0003,0.0,0,263,0.6571,0.011,0.0396,0.0097,1478,826,0.5016,0.0821,0.0755,0.0123,9165,3359,0.4643,0.9337,0.586,0.0387,No,1,0,0,1,1,471,1
sdv-id-oVxrqL,1970,4974,306731,0.0038,10.9043,7.1363,282,0,0.8948,0.039,0.0058,0.0018,12227,6144,0.5033,0.2776,0.301,0.0315,465,1103,0.6053,0.0903,0.0087,0.0043,125,60,0.7636,0.0002,0.0002,0.0,6737,3534,0.4916,0.109,0.0139,0.0017,12714,7334,0.6029,0.179,0.0324,0.01,4155,1268,0.3477,0.0673,0.0672,0.0009,1555,386,1.0,0.1848,0.0925,0.0333,928,289,0.4843,0.0053,0.0139,0.0001,4,2532,0.7002,0.3395,0.1085,0.173,2360,1301,0.5014,0.0656,0.094,0.0037,33047,26388,0.6893,0.9421,0.3339,0.058,No,1,0,0,1,0,390,0
sdv-id-yfojoD,21914,112148,2758,4.9532,1.0339,0.2892,3470,179,0.3006,0.0504,0.0536,0.006,3532,1774,0.5044,0.0978,0.0806,0.0059,4247,4497,0.4484,0.2341,0.3612,0.0195,1062,569,1.2975,0.0008,0.0007,0.0001,4121,2097,0.5577,0.0667,0.0014,0.0046,3238,1507,0.4637,0.051,0.1734,0.0507,171,13,0.313,0.0045,0.0001,0.0144,45,5,1.0,0.003,0.0167,0.1289,2203,1040,0.5004,0.0097,0.0127,0.0169,4443,11547,0.156,0.6373,1.5326,0.651,11,11,0.5026,0.021,0.0008,0.012,55217,21306,0.3381,0.8299,1.4899,1.0156,High,1,0,0,1,0,654,0
sdv-id-qNqNZY,31935,1397,2075,0.0196,1.0081,0.1711,5350,651,0.0229,0.0722,0.1564,0.0089,7634,3833,0.4998,0.1109,0.1585,0.0167,12588,10580,0.5908,0.7219,1.4197,0.0251,164,168,0.8303,0.0,0.0,0.0,261,140,0.5441,0.004,0.0,0.0001,2632,1276,0.4832,0.0697,0.222,0.0058,69,4,0.2588,0.0016,0.0001,0.0,3214,916,1.0,0.2011,0.1757,0.4851,1029,412,0.5162,0.0011,0.0093,0.0031,875,7357,0.5635,0.4987,1.065,0.5239,1,1,0.5022,0.0201,0.0023,0.0,54705,28451,0.4697,1.3475,5.1421,0.0564,No,0,1,0,1,0,653,0
sdv-id-wGWVGq,41609,816491,729927,15.1271,8.0197,18.0753,6192,783,0.2662,0.0911,0.0226,0.0107,411,207,0.5046,0.0069,0.0068,0.0003,10574,8470,0.3928,0.261,0.0777,0.0194,1012,616,0.6427,0.0011,0.0004,0.0,16053,8188,0.5109,0.1348,0.0466,0.0104,17390,7763,0.4066,0.1208,0.0479,0.0471,6681,2494,0.2655,0.0708,0.0238,0.0181,5143,1567,1.0,0.231,0.0949,0.0869,6938,3335,0.4942,0.0526,0.0516,0.0082,765,9374,0.5333,0.2084,0.2214,0.1686,4948,2638,0.5001,0.0807,0.0289,0.0212,137992,68958,0.4165,0.9264,0.1343,0.098,No,1,0,0,1,0,595,1
sdv-id-xcwZps,61109,458836,15673,8.163,1.4566,0.43,6475,5272,0.5922,0.0416,0.0498,0.0247,7148,3592,0.5021,0.1163,0.2049,0.0238,10872,7265,0.3925,0.1137,0.2588,0.117,435,302,1.1378,0.0001,0.0,0.0,18,7,0.4339,0.0045,0.0,0.0,11084,5971,0.5635,0.1862,0.1128,0.094,3645,1056,0.6506,0.0518,0.0042,0.0698,33,4,1.0,0.0038,0.0142,0.0509,1875,1028,0.4709,0.0047,0.0058,0.003,918,8108,0.3317,0.7831,0.7796,0.0943,597,380,0.5001,0.0464,0.005,0.0073,60491,29501,0.4627,0.9442,0.325,1.8141,No,1,0,0,1,0,659,0
sdv-id-XeLBDQ,162606,318752,104619,8.7399,5.192,3.8592,14029,14104,0.8446,0.0306,0.1453,0.071,4736,2378,0.5051,0.0636,0.135,0.0271,28569,18490,0.4473,0.2545,1.4925,0.0924,887,373,1.2042,0.0002,0.0002,0.0001,2054,1091,0.577,0.0169,0.0012,0.0005,8653,4660,0.5177,0.0828,0.1019,0.0105,4378,1396,0.6731,0.0335,0.0185,0.0137,26790,12006,1.0,0.3998,0.4402,0.7159,2455,1400,0.5364,0.0012,0.0144,0.004,1,1902,0.7534,0.0603,0.0652,0.0174,637,387,0.5029,0.0361,0.0084,0.0032,66568,41017,0.6156,1.1109,0.1733,0.1521,No,1,0,0,1,0,616,0
sdv-id-KJnlql,671,16868,155505,1.9918,7.558,8.8719,355,58,0.4622,0.0755,0.0069,0.0096,6968,3502,0.5049,0.1988,0.1849,0.0162,893,1663,0.5388,0.182,0.0108,0.0107,83,1,1.1814,0.0001,0.0,0.0,4676,2527,0.5632,0.0804,0.0041,0.0002,3863,2185,0.5619,0.2411,0.0405,0.1467,2633,1062,0.6327,0.0779,0.0503,0.0205,2,0,1.0,0.0075,0.0158,0.0017,256,60,0.5055,0.0009,0.0018,0.0001,0,1532,0.7972,0.0578,0.0207,0.2665,1839,984,0.5045,0.0741,0.0822,0.053,13933,10904,0.6612,0.9845,0.1367,0.2771,No,1,0,0,1,0,497,1
sdv-id-jSbLXS,198206,477750,111513,12.2177,6.1752,16.624,21264,16319,0.71,0.1354,0.3185,0.2256,10749,5405,0.5027,0.1185,0.4526,0.0439,34518,22206,0.5655,0.1979,1.5884,0.3489,388,53,0.5444,0.0,0.0,0.0,11174,5711,0.4622,0.0538,0.0098,0.0079,6321,3297,0.5363,0.0807,0.0928,0.0885,6555,2771,0.7498,0.1215,0.0415,0.1196,16595,6562,1.0,0.3779,0.2252,0.3146,2102,1275,0.5243,0.0002,0.0169,0.0016,180,4716,0.5105,0.0849,0.4023,0.0398,1873,1013,0.5046,0.0343,0.02,0.0537,106927,53212,0.5589,1.5761,0.1947,1.0476,No,1,0,0,1,0,572,0
sdv-id-Ywlnlg,7066,16950,729,0.0563,2.0064,2.5549,1319,253,0.8148,0.0272,0.0346,0.0039,2125,1066,0.5033,0.0818,0.1157,0.0079,2679,2796,0.4194,0.2842,0.303,0.0373,433,329,0.6932,0.0001,0.0002,0.0001,15983,8161,0.4774,0.1521,0.1023,0.0175,3475,1892,0.5568,0.2493,0.2305,0.1655,2875,2851,0.7652,0.0881,0.0207,0.0241,13,1,1.0,0.0115,0.0204,0.0017,104,1,0.5238,0.0,0.0003,0.0002,3,2407,0.6977,0.1916,0.4318,0.1266,118,81,0.5054,0.051,0.0255,0.0729,24288,15497,0.6282,1.2094,1.1262,1.1271,No,0,0,0,1,0,598,1
sdv-id-cWNpAd,36131,41796,130658,0.3701,6.3071,22.4353,4331,646,0.5305,0.0493,0.0858,0.0301,1769,887,0.5047,0.0227,0.0733,0.0011,13311,11079,0.7416,0.2674,0.3981,0.0764,362,214,0.6107,0.0001,0.0,0.0,11920,6099,0.4922,0.1164,0.0355,0.0056,5393,2297,0.4203,0.0629,0.3877,0.0196,1074,463,0.2005,0.0192,0.0256,0.01,16165,6474,1.0,0.3108,0.3032,0.4295,433,142,0.5006,0.0001,0.001,0.0,642,5487,0.4104,0.6379,1.6129,0.1302,511,320,0.5023,0.0368,0.0491,0.0042,78584,34745,0.5015,1.1291,2.7429,0.181,High,1,0,0,1,0,489,0
sdv-id-lbRuqt,44809,536260,214,15.9637,0.4048,0.0304,3556,329,0.6033,0.013,0.0408,0.0514,1122,563,0.5037,0.0246,0.0186,0.0009,12170,9537,0.4353,0.3218,0.458,0.2001,6,143,1.1331,0.0,0.0,0.0,7361,3782,0.5364,0.0719,0.0088,0.0039,2952,1029,0.3519,0.1151,0.019,0.2842,1063,525,0.5681,0.0193,0.0001,0.0197,1647,399,1.0,0.0743,0.0513,0.2884,1819,1131,0.4706,0.003,0.0064,0.0077,1,1242,0.6039,0.1758,0.2877,0.1073,30,25,0.5041,0.0434,0.0001,0.0581,20250,8862,0.5204,1.2432,0.0803,0.6566,Low,1,1,0,1,0,655,0
sdv-id-VuCvZk,1563,608917,833,11.5051,1.9256,0.1219,70,0,0.2501,0.0218,0.0015,0.0062,805,405,0.5031,0.0392,0.0091,0.0057,162,579,0.5346,0.1382,0.0149,0.0469,536,143,0.4334,0.0001,0.0001,0.0001,1028,528,0.5883,0.0358,0.0001,0.0001,12705,6256,0.5214,0.3657,0.0302,0.0753,2825,970,0.2296,0.0805,0.0024,0.0567,2620,711,1.0,0.1926,0.051,0.2586,401,141,0.4297,0.0006,0.0004,0.0018,0,347,0.613,0.0074,0.0105,0.1268,535,345,0.5029,0.0734,0.0057,0.008,15566,10403,0.5704,1.0159,0.0757,2.054,Low,1,0,0,1,0,627,0
sdv-id-AomQtO,16707,27111,215089,8.9037,6.3434,9.4801,3272,368,0.3449,0.0923,0.0362,0.0268,16067,8075,0.5038,0.3682,0.6563,0.0852,5015,5058,0.4224,0.0636,0.0455,0.0086,96,174,0.9985,0.0002,0.0,0.0,14880,7658,0.5825,0.1515,0.072,0.0182,1728,898,0.5004,0.0417,0.0228,0.0154,3450,674,0.6221,0.0471,0.0506,0.0034,6498,2122,1.0,0.1366,0.1827,0.0829,1826,764,0.4738,0.0083,0.0194,0.0004,14540,24860,0.5412,1.2251,1.2882,0.4113,2472,1299,0.5013,0.0415,0.0565,0.0038,101734,54711,0.5196,1.1894,1.0524,0.1342,No,1,0,0,1,0,554,1
sdv-id-GyczTG,10,567922,98191,14.7286,7.1514,2.8343,61,0,0.785,0.0894,0.001,0.0268,1526,766,0.5031,0.0358,0.0122,0.0005,20,137,0.4081,0.0659,0.0042,0.0006,105,72,0.9619,0.0003,0.0,0.0,2074,1055,0.5266,0.0584,0.0006,0.0007,3420,1855,0.5666,0.218,0.1375,0.2143,4508,3296,0.6878,0.0946,0.0122,0.0896,56,7,1.0,0.0291,0.017,0.0515,1205,619,0.498,0.029,0.0011,0.0005,66,3641,0.6561,0.286,0.2024,0.2903,2367,1280,0.5028,0.0703,0.0341,0.0189,25208,10961,0.5738,0.9632,0.1448,1.1078,No,1,0,0,1,1,613,0
sdv-id-KyPSwm,110744,192059,268049,13.2768,8.8281,11.1174,11067,2832,0.1369,0.0681,0.0945,0.0451,8828,4429,0.4971,0.1453,0.3603,0.0242,21264,14428,0.6093,0.1359,0.5275,0.3677,3,21,0.9024,0.0,0.0,0.0,5623,2894,0.4413,0.0545,0.0109,0.0001,22596,11292,0.508,0.3456,0.0635,0.1603,7498,1203,0.1731,0.1361,0.0596,0.0314,0,0,1.0,0.0018,0.0128,0.0016,1853,1013,0.4927,0.0007,0.0161,0.0024,551,7847,0.6193,0.1697,0.5733,0.325,5011,2651,0.5031,0.0925,0.0674,0.0093,106690,53179,0.5072,0.9246,0.5796,0.1605,No,1,0,0,1,0,592,0
sdv-id-omCiIX,155220,132630,3179,1.8815,1.3126,0.5325,14531,2631,0.8109,0.0457,0.2078,0.0745,8591,4318,0.5041,0.1341,0.3964,0.0531,30963,19992,0.5119,0.5204,1.8939,0.0171,368,140,1.0109,0.0001,0.0,0.0002,1324,659,0.5115,0.044,0.0001,0.0002,11981,5837,0.5112,0.0666,0.1675,0.0048,1123,262,0.8457,0.009,0.0006,0.0006,1157,261,1.0,0.0478,0.0483,0.11,4201,2409,0.4723,0.0037,0.033,0.0048,1545,9775,0.3891,0.2525,0.3586,0.1243,153,113,0.5038,0.0285,0.004,0.0004,129481,66987,0.5417,1.0223,1.4387,0.0537,No,0,0,0,1,0,599,0
sdv-id-UKMUzs,12740,423585,34776,2.2358,2.1162,0.3642,2624,54,0.3792,0.0502,0.0067,0.0175,3470,1744,0.5011,0.0618,0.0586,0.0024,1058,1596,0.4985,0.1003,0.0085,0.0021,138,136,0.815,0.0001,0.0,0.0,3394,1738,0.5619,0.0511,0.002,0.001,9077,5300,0.5853,0.1598,0.0019,0.1577,5772,2971,0.7283,0.0872,0.0133,0.1124,144,22,1.0,0.01,0.0229,0.0031,2288,1428,0.5077,0.0085,0.0069,0.0026,1590,9907,0.4771,0.6108,0.1497,0.0735,2228,1259,0.5014,0.0654,0.0104,0.0116,43822,22265,0.5336,0.8284,0.0705,0.3593,No,1,0,0,1,0,574,1
sdv-id-nZChOe,107982,930635,1003160,15.5855,12.5691,28.8775,9254,5013,0.4769,0.0419,0.0153,0.0306,312,157,0.5022,0.006,0.0088,0.0005,9499,7841,0.5929,0.004,0.0269,0.051,638,286,0.6392,0.0002,0.0,0.0,3589,1831,0.559,0.0708,0.0014,0.0,30150,14893,0.4738,0.1488,0.0189,0.0596,12737,8190,0.5294,0.1856,0.1166,0.1079,16243,6465,1.0,0.3708,0.2093,0.2186,6013,3210,0.4923,0.0311,0.0591,0.0047,11628,24765,0.8281,0.7679,0.8496,0.3986,10549,5297,0.5014,0.1043,0.12,0.0254,139822,80458,0.5969,0.7102,0.0688,0.8103,No,1,0,0,1,1,562,1
sdv-id-UWUzYy,173,17127,21,4.9756,0.7295,0.0753,83,0,0.1793,0.0231,0.0181,0.0075,1314,659,0.5032,0.062,0.0314,0.0048,511,903,0.3966,0.4915,0.0318,0.0386,303,84,1.3978,0.0005,0.0,0.0,1768,904,0.5498,0.043,0.0008,0.0005,367,209,0.5759,0.0691,0.1065,0.1538,197,117,0.4921,0.0088,0.0017,0.0948,107,15,1.0,0.0522,0.037,0.0622,259,114,0.5508,0.0027,0.0032,0.0015,450,5030,0.4276,0.9326,0.71,0.369,3,3,0.5033,0.0351,0.003,0.0609,8300,3133,0.4178,1.1903,0.9316,1.6383,High,1,0,0,1,0,663,0
sdv-id-JTCgDp,11594,139,13637,0.0872,1.8439,1.2001,1747,24,0.3761,0.0323,0.0623,0.007,9166,4609,0.5056,0.1792,0.4789,0.0805,11864,10435,0.7078,0.5339,0.3828,0.0649,349,154,0.8942,0.0003,0.0001,0.0,2513,1324,0.5542,0.0506,0.0033,0.0012,2187,950,0.4646,0.0395,0.1752,0.1685,797,956,0.365,0.0167,0.0113,0.0198,0,0,1.0,0.0018,0.0129,0.0018,934,324,0.5055,0.0021,0.0159,0.0015,41,2633,0.4059,0.1563,0.7221,0.2298,86,61,0.5017,0.0369,0.015,0.0559,25011,14662,0.4686,1.0764,3.493,0.1317,No,1,0,0,1,0,642,0
sdv-id-PAXwio,5158,196723,208089,12.4565,8.9013,14.3682,1947,693,0.7401,0.1125,0.0262,0.056,5343,2684,0.5007,0.1497,0.2067,0.0082,1136,1941,0.533,0.1149,0.0316,0.0423,96,165,0.9253,0.0002,0.0,0.0,192,101,0.556,0.0192,0.0,0.0,2635,1782,0.5838,0.1401,0.0858,0.0553,7073,5029,1.0,0.1593,0.0798,0.0836,1287,305,1.0,0.1228,0.0856,0.0215,1488,827,0.5362,0.0053,0.0045,0.0021,3460,16309,0.7065,0.8893,0.5512,0.2835,4490,2259,0.5014,0.0884,0.115,0.1132,27444,17495,0.5945,1.0863,0.2301,1.0731,Low,1,0,1,1,0,616,0
sdv-id-cwaTAM,8026,372480,23705,5.0647,1.7599,0.4935,1393,2,0.6505,0.0264,0.0157,0.0125,3285,1651,0.5053,0.1154,0.0381,0.0049,1802,2100,0.3934,0.1152,0.0345,0.0024,30,20,0.8692,0.0001,0.0,0.0,3651,1789,0.4794,0.0709,0.0011,0.0017,9156,4872,0.5287,0.1449,0.0844,0.19,3030,1096,0.6336,0.0342,0.0089,0.1065,4,0,1.0,0.0027,0.0218,0.0124,1034,473,0.516,0.0025,0.002,0.0048,752,8081,0.4308,0.7702,0.5619,0.1664,1153,667,0.5005,0.0567,0.0117,0.0064,43739,26214,0.4947,0.8411,0.2092,1.0603,Low,1,0,0,1,0,647,0
sdv-id-rHESSY,21344,103578,77025,10.7612,5.6419,2.4474,3559,768,0.5312,0.1006,0.0558,0.0044,4984,2502,0.4985,0.1939,0.167,0.0105,3755,4602,0.7431,0.1668,0.1428,0.0454,108,50,0.9955,0.0,0.0,0.0,12,6,0.5423,0.0038,0.0,0.0,5202,2696,0.5116,0.2645,0.0406,0.0192,2662,1875,0.6636,0.0683,0.0465,0.0005,73,9,1.0,0.0044,0.0135,0.0021,971,450,0.5202,0.001,0.0071,0.0008,5560,15575,0.4136,0.5152,0.8842,0.2793,1251,715,0.5041,0.0506,0.0324,0.0005,32328,15644,0.5096,1.051,0.2457,0.1059,No,1,0,0,1,1,544,1
sdv-id-RukgCT,148768,349548,3040,6.6556,0.8715,0.2369,13824,3618,0.7942,0.0566,0.1795,0.0501,3943,1982,0.5042,0.0203,0.0426,0.0201,27584,17944,0.6946,0.2305,1.9953,0.0767,6,5,0.8747,0.0,0.0,0.0,5073,2635,0.4356,0.0623,0.0039,0.0041,10918,5676,0.5366,0.1243,0.1916,0.02,3383,1685,0.5439,0.0327,0.0039,0.0243,0,0,1.0,0.0018,0.0129,0.0019,5029,2707,0.5098,0.0124,0.0527,0.0225,129,4992,0.5019,0.1664,0.4414,0.1795,295,203,0.5056,0.0461,0.0036,0.0014,57430,32099,0.5359,0.8984,0.5719,0.478,No,1,0,0,1,1,662,0
sdv-id-JyeuED,13453,41935,558815,6.4776,20.9397,44.1993,1374,234,1.0091,0.0289,0.0539,0.0047,6725,3379,0.5014,0.1528,0.2827,0.0197,1815,1396,0.39,0.1439,0.1362,0.0148,700,92,0.5089,0.0002,0.0003,0.0,2884,1530,0.4437,0.0272,0.002,0.0003,9041,4990,0.5619,0.3613,0.3032,0.0429,3143,1029,0.8161,0.0975,0.0701,0.0004,171,27,1.0,0.0309,0.0169,0.0056,242,72,0.4984,0.0001,0.0007,0.0,107,3244,0.454,0.3754,0.4796,0.3199,2289,1234,0.5006,0.0763,0.0672,0.0002,12242,5909,0.4943,0.9495,0.5766,0.1083,No,1,0,0,1,0,465,0
sdv-id-aejIKX,99969,246369,861,11.2553,1.7949,0.0947,8072,756,0.1445,0.0299,0.1525,0.0138,3254,1635,0.5048,0.0265,0.0393,0.0292,22760,16072,0.5192,0.4351,1.3977,0.0954,50,7,0.7894,0.0,0.0,0.0,3681,1880,0.5057,0.0239,0.004,0.0051,7443,4327,0.5733,0.147,0.2217,0.0594,1188,612,0.1839,0.0177,0.0013,0.0091,309,51,1.0,0.0217,0.0743,0.0779,2485,1266,0.5463,0.0022,0.0153,0.0033,43,2423,0.1164,0.2438,0.6069,0.0757,79,62,0.4985,0.0401,0.0032,0.0012,53509,22616,0.4289,1.1719,2.0643,0.5282,No,1,0,1,1,0,614,0
sdv-id-RtzSVa,48074,568822,116348,13.4791,3.6168,4.2254,4568,184,0.4903,0.0653,0.0344,0.0305,2624,1317,0.5018,0.0586,0.0343,0.0005,10395,8981,0.499,0.1614,0.2397,0.0287,174,161,0.5564,0.0,0.0,0.0,2746,1328,0.4616,0.0279,0.0004,0.0013,9433,5416,0.5659,0.1791,0.1485,0.2257,3726,1218,0.4873,0.0478,0.0057,0.0217,118,16,1.0,0.0112,0.0194,0.0202,2568,1478,0.5462,0.0056,0.0072,0.0029,8,3011,0.7391,0.1856,0.0577,0.1469,1032,632,0.5008,0.0491,0.0079,0.0502,62288,32227,0.5822,0.9514,0.2187,0.2029,No,1,0,0,1,1,594,0
sdv-id-MwMrmg,21850,424757,45137,12.0863,4.1921,5.8528,5000,415,0.3861,0.1146,0.0403,0.0479,3275,1645,0.5046,0.0581,0.099,0.0022,6960,6363,0.6417,0.3898,0.2657,0.0485,700,480,0.8618,0.0004,0.0001,0.0001,106,52,0.5537,0.0067,0.0,0.0,4611,2258,0.4591,0.1375,0.1272,0.0291,2800,1063,0.4179,0.0747,0.0037,0.0324,3114,887,1.0,0.1969,0.0432,0.3084,2530,1303,0.4671,0.007,0.0038,0.0035,16,1852,0.2775,0.0334,0.3475,0.0815,778,476,0.5049,0.0532,0.0118,0.2149,63291,21310,0.3884,1.0887,0.6828,0.0649,No,0,0,0,1,0,574,0
sdv-id-NSNgyF,0,40561,393998,0.1678,15.4302,26.6622,4,0,0.3331,0.0548,0.0006,0.0,13303,6689,0.5043,0.401,0.4263,0.0814,1,26,0.6986,0.037,0.0032,0.0,425,73,0.9958,0.0009,0.0004,0.0,1489,803,0.5051,0.0845,0.0024,0.0,8654,4679,0.5598,0.2412,0.0867,0.1029,2436,1475,0.5941,0.0628,0.0706,0.0018,21694,9332,1.0,0.4254,0.4652,0.1163,180,21,0.5516,0.0051,0.0004,0.0,0,18,0.6346,0.0007,0.0019,0.0127,3906,2032,0.5008,0.0856,0.1212,0.0102,13938,7862,0.5592,0.7744,0.1942,0.0352,Low,1,0,0,1,0,423,0
sdv-id-zHiMPO,15512,635565,188683,15.7816,10.6054,9.4419,3105,1751,0.6579,0.0841,0.0113,0.0191,5192,2609,0.5025,0.0809,0.0677,0.0007,2306,3182,0.7467,0.0193,0.0301,0.0188,168,208,1.2395,0.0001,0.0,0.0,7438,3823,0.5283,0.0808,0.0208,0.002,9513,6109,0.6281,0.1493,0.0488,0.2476,5529,4463,0.9426,0.0729,0.0346,0.0391,5077,1605,1.0,0.1254,0.0455,0.0279,636,352,0.5067,0.002,0.0006,0.0011,5858,16362,0.7657,1.3107,0.8158,0.3172,3249,1714,0.5008,0.0499,0.0432,0.1382,55299,35841,0.6691,1.1217,0.104,0.5763,No,1,0,0,1,0,551,1
sdv-id-lPJdrb,5939,13082,1307,0.1045,4.0141,2.5531,854,480,0.7098,0.0209,0.0499,0.0055,15830,7958,0.5038,0.3929,0.8648,0.0935,1326,1607,0.4991,0.1789,0.3798,0.0089,215,356,0.6856,0.0001,0.0,0.0001,2370,1242,0.4436,0.0525,0.0022,0.0012,2019,983,0.5133,0.1299,0.399,0.0048,627,170,0.2519,0.0279,0.0076,0.0069,235,39,1.0,0.0926,0.0252,0.067,126,9,0.4884,0.0001,0.0003,0.0002,2808,11280,0.6852,0.6383,1.804,0.2423,77,57,0.5007,0.0296,0.0177,0.0085,24572,11945,0.4872,0.9913,3.9877,0.0806,No,1,0,0,1,0,535,1
